Delivery_person_Age,Delivery_person_Ratings,Type_of_order,Type_of_vehicle,Time_taken(min),Distance
27,4.6,Snack ,motorcycle ,24,17.098467518614925
31,3.7,Snack ,scooter ,44,13.611585111810552
34,4.6,Meal ,electric_scooter ,30,16.901659094652633
36,4.9,Drinks ,scooter ,28,10.602450943105586
26,4.6,Snack ,motorcycle ,18,7.762635434555557
37,4.6,Drinks ,motorcycle ,17,13.610824622645605
28,4.9,Buffet ,scooter ,15,3.059460076480099
30,4.7,Buffet ,scooter ,16,1.5322647887459768
29,4.0,Snack ,scooter ,37,16.648658888184865
28,4.7,Meal ,scooter ,27,20.18263448828905
24,4.6,Buffet ,scooter ,12,9.19211912115436
22,3.5,Buffet ,motorcycle ,36,12.098699935991636
21,4.6,Meal ,motorcycle ,20,16.601197594913785
24,4.9,Drinks ,scooter ,21,9.075228438371662
21,4.8,Buffet ,motorcycle ,23,6.290134677517525
36,4.3,Buffet ,motorcycle ,35,17.29786575292793
34,4.8,Meal ,motorcycle ,37,1.5522933459562307
37,5.0,Drinks ,motorcycle ,25,6.147194518840991
35,4.3,Drinks ,motorcycle ,44,13.830779933027188
39,4.9,Meal ,electric_scooter ,17,4.663419307511544
21,4.7,Drinks ,motorcycle ,22,10.594842178627715
23,4.6,Meal ,scooter ,26,6.147127365849883
37,4.3,Meal ,scooter ,47,16.83046129449007
37,4.2,Drinks ,motorcycle ,25,3.116248510099606
38,4.8,Buffet ,motorcycle ,44,13.613850325912345
27,4.9,Snack ,scooter ,15,7.772809995163894
20,4.5,Snack ,motorcycle ,15,7.448318246646345
36,4.6,Buffet ,motorcycle ,23,5017.4457239041585
31,4.9,Buffet ,motorcycle ,23,1.5125177543459736
31,4.5,Drinks ,scooter ,38,12.435806041107673
22,4.6,Buffet ,scooter ,23,20.253058592070666
20,4.8,Drinks ,motorcycle ,29,4.717601091891188
34,4.7,Buffet ,electric_scooter ,28,3.1051449147073305
20,4.9,Meal ,electric_scooter ,14,9.219691659274414
34,4.0,Snack ,scooter ,33,9.121491544261193
34,4.8,Snack ,motorcycle ,29,10.868838189937255
32,4.7,Drinks ,scooter ,19,7.762461854563799
27,4.5,Buffet ,scooter ,17,9.326829542162994
33,4.5,Buffet ,motorcycle ,26,10.5871137049983
27,4.8,Drinks ,scooter ,24,4.657347377483271
27,4.8,Buffet ,motorcycle ,29,7.762500242138944
33,5.0,Drinks ,scooter ,45,20.831491003811475
33,4.4,Meal ,motorcycle ,43,10.64105700981346
22,4.6,Meal ,scooter ,11,7.601368937453503
37,4.7,Drinks ,motorcycle ,19,7.573528692619093
37,5.0,Meal ,motorcycle ,42,4.5379227487807965
36,4.2,Meal ,motorcycle ,43,10.757014337820365
35,4.2,Buffet ,motorcycle ,41,20.4429297624716
27,4.9,Snack ,scooter ,25,7.448627554372568
20,4.8,Meal ,motorcycle ,29,5.952962854891263
29,4.2,Meal ,scooter ,35,16.635518179553937
28,4.9,Snack ,motorcycle ,28,13.76389621084894
26,4.9,Drinks ,motorcycle ,13,7.490149938270046
23,4.9,Drinks ,electric_scooter ,13,8.790255881447937
34,4.6,Snack ,scooter ,19,16.601240146491758
29,4.6,Buffet ,motorcycle ,12,1.5545816600112803
23,4.5,Meal ,motorcycle ,14,1.5204319461322358
38,4.8,Snack ,motorcycle ,40,12.580267821997444
23,4.9,Buffet ,motorcycle ,44,10.427299401116029
28,4.7,Snack ,scooter ,27,14.021812012877175
26,4.8,Buffet ,scooter ,11,2.9962292606227576
23,4.9,Meal ,scooter ,15,4.717601091891188
23,4.7,Meal ,motorcycle ,25,4.5611123691102575
37,4.8,Snack ,motorcycle ,46,20.286882109914103
29,4.6,Meal ,scooter ,15,6.232393050098093
27,4.8,Buffet ,motorcycle ,17,7.448363764933636
29,4.6,Snack ,scooter ,29,2886.670285793232
39,4.8,Meal ,motorcycle ,20,3.1161423845620675
23,4.9,Snack ,scooter ,20,12.232070021140178
24,4.9,Meal ,motorcycle ,25,19.760798006951774
31,4.6,Snack ,scooter ,29,4426.004876187799
29,4.6,Meal ,motorcycle ,47,16966.629290657256
27,4.6,Meal ,motorcycle ,13,10.707860127890175
39,4.3,Buffet ,scooter ,34,12.117044368739439
29,4.6,Meal ,motorcycle ,47,12.464422665159104
22,4.5,Meal ,motorcycle ,23,4.537640129661987
26,4.6,Snack ,motorcycle ,24,9.192290417732735
21,4.9,Snack ,scooter ,21,4.544194012953464
37,4.9,Buffet ,motorcycle ,15,3.040539883926533
36,4.0,Snack ,motorcycle ,33,7.683808718198486
21,4.9,Drinks ,scooter ,10,4.657619912583141
25,4.5,Drinks ,scooter ,17,4.596951628783533
23,4.6,Meal ,electric_scooter ,18,3.1089026281105085
37,4.6,Snack ,motorcycle ,38,16.826241648263174
23,4.8,Meal ,motorcycle ,16,12.419464414281585
33,4.9,Buffet ,electric_scooter ,29,20.1790330455349
26,4.8,Meal ,electric_scooter ,23,13.829931792278938
29,4.9,Drinks ,motorcycle ,46,13.583068670221184
26,4.6,Meal ,scooter ,18,1.5300320192217225
22,5.0,Drinks ,motorcycle ,19,7.86266816742606
23,4.7,Buffet ,scooter ,11,6.218076509378241
37,4.9,Drinks ,scooter ,34,9.31404419332287
32,4.6,Buffet ,motorcycle ,49,13.58119824079669
36,4.5,Snack ,motorcycle ,30,8.936297424687357
27,4.8,Snack ,scooter ,27,12.117036431967307
39,4.7,Drinks ,motorcycle ,33,12.099023452177578
20,4.7,Snack ,motorcycle ,26,6.147415199117123
29,4.6,Meal ,scooter ,18,13.829770499386916
33,4.4,Meal ,motorcycle ,48,6.050094909032637
24,4.9,Snack ,motorcycle ,21,9.435201537090277
36,4.6,Meal ,motorcycle ,17,4.717601091891188
23,4.8,Meal ,motorcycle ,44,17.078706390698844
22,4.8,Meal ,scooter ,12,9.055860194603952
35,4.7,Drinks ,scooter ,15,5.958586130816646
22,4.6,Buffet ,scooter ,14,3.025153367895382
29,4.8,Buffet ,motorcycle ,29,4.527917012670671
25,4.6,Buffet ,motorcycle ,27,10.56497410143058
20,4.7,Buffet ,motorcycle ,19,13.788169484166888
20,4.5,Buffet ,scooter ,29,6.0811084845031615
33,4.1,Drinks ,scooter ,31,1.5368640589478282
29,4.9,Meal ,scooter ,28,6.147076221351196
32,4.7,Drinks ,motorcycle ,22,1.5545085603215352
23,4.6,Drinks ,scooter ,35,14.022268860659882
38,4.3,Drinks ,motorcycle ,30,1.5204190117691747
30,4.1,Meal ,motorcycle ,37,10.906149360852893
24,4.6,Buffet ,motorcycle ,23,3.0878304205491074
36,4.8,Snack ,motorcycle ,18,12.10732694186759
37,4.5,Meal ,scooter ,27,6.054295400354863
38,4.8,Meal ,electric_scooter ,27,10.867421265470902
38,4.7,Buffet ,scooter ,26,7.760937776851244
27,4.9,Snack ,motorcycle ,27,9.326651351296821
35,4.5,Snack ,scooter ,38,20.285402098804397
21,4.6,Meal ,scooter ,21,10.756990051168065
30,4.7,Drinks ,scooter ,28,9.348109676018257
24,5.0,Buffet ,scooter ,23,7.86266816742606
37,4.7,Drinks ,scooter ,18,6.210618492992317
27,4.2,Snack ,motorcycle ,35,3.109059104987463
22,4.7,Snack ,motorcycle ,44,12.106511319844719
23,4.4,Snack ,motorcycle ,18,4.5390682033062095
28,5.0,Buffet ,motorcycle ,10,9.176379825671578
23,4.7,Meal ,motorcycle ,43,13.392833798801941
22,4.7,Buffet ,motorcycle ,21,6.20948512848741
33,4.7,Buffet ,motorcycle ,21,13.735884617673731
32,4.6,Buffet ,motorcycle ,42,12.435540495267302
29,4.6,Buffet ,electric_scooter ,16,4.610133886735076
37,4.5,Drinks ,motorcycle ,25,4.663493140546799
27,4.3,Drinks ,motorcycle ,15,1.5367187539764702
24,4.7,Snack ,motorcycle ,19,10.866716057931873
35,4.3,Snack ,electric_scooter ,35,17.29786575292793
37,4.7,Snack ,motorcycle ,30,7.80333853360532
35,4.7,Drinks ,electric_scooter ,23,19.343911436039043
28,4.5,Drinks ,scooter ,13,4.561269431908149
30,4.8,Buffet ,scooter ,42,10.906036621886983
37,4.6,Meal ,electric_scooter ,30,4.560928430389765
33,4.9,Drinks ,motorcycle ,40,12.116939023574089
29,4.6,Snack ,motorcycle ,37,4.560964949984014
29,5.0,Drinks ,motorcycle ,13,7.761284984286207
22,4.7,Drinks ,motorcycle ,20,10.866261860252465
33,5.0,Meal ,scooter ,43,10.44439086202443
31,4.4,Buffet ,motorcycle ,33,6.081185878424965
31,4.9,Buffet ,motorcycle ,27,12.099251697979918
21,4.6,Meal ,motorcycle ,17,9.348431884709521
29,4.6,Snack ,motorcycle ,20,6.105316211741893
32,4.9,Meal ,motorcycle ,25,12.293508819309338
36,4.7,Meal ,motorcycle ,25,12.292885177628905
25,4.7,Buffet ,motorcycle ,30,9.314908769693815
34,4.6,Meal ,motorcycle ,35,12.35068568684992
31,4.7,Drinks ,motorcycle ,27,9.220449826023746
21,4.8,Drinks ,motorcycle ,15,12.256046316036096
32,4.8,Drinks ,motorcycle ,28,6.209449516511477
26,4.6,Meal ,motorcycle ,29,17.07503549047646
21,4.5,Snack ,electric_scooter ,10,3.0736440296410366
29,4.7,Buffet ,scooter ,17,12.098761964136928
29,4.6,Snack ,scooter ,16,4.610073052297271
23,4.6,Buffet ,motorcycle ,16,1.536833443796438
30,4.2,Snack ,motorcycle ,28,3.1051449147073305
37,4.1,Meal ,motorcycle ,33,2.9961936996245733
29,3.9,Snack ,motorcycle ,44,6.049993268725798
22,4.6,Snack ,motorcycle ,17,5.959357904065385
21,4.8,Drinks ,motorcycle ,24,13.68105695896058
33,4.9,Snack ,scooter ,18,9.220499641186247
27,4.6,Drinks ,electric_scooter ,37,19.914686965560655
37,4.2,Snack ,motorcycle ,45,4.674295333402009
34,4.6,Meal ,motorcycle ,42,19.661019603124597
23,4.9,Buffet ,motorcycle ,39,20.88826061872778
30,3.8,Drinks ,scooter ,44,20.20658151054029
32,4.9,Snack ,motorcycle ,38,16.721157280671385
36,4.9,Meal ,motorcycle ,53,10.562878909614245
28,4.8,Meal ,motorcycle ,11,9.157921135443035
21,4.6,Buffet ,motorcycle ,20,12.09935457437732
39,4.3,Drinks ,scooter ,37,13.621484759672995
21,4.8,Snack ,motorcycle ,29,20.1790330455349
38,4.6,Snack ,motorcycle ,20,10.642283429594025
20,2.9,Snack ,scooter ,34,20.88826061872778
28,4.9,Buffet ,motorcycle ,35,20.206804295781176
36,4.3,Snack ,scooter ,38,4.595950274763258
37,4.7,Drinks ,scooter ,16,1.5204190117691747
23,4.7,Buffet ,motorcycle ,28,6.128846407138573
32,5.0,Buffet ,motorcycle ,49,12.162115936439324
24,5.0,Meal ,motorcycle ,17,4.681944066891778
35,4.7,Meal ,scooter ,31,5.962202686054506
29,4.8,Meal ,scooter ,29,6.049919555382082
23,4.6,Drinks ,scooter ,21,6.037118440958796
29,4.9,Meal ,motorcycle ,31,17.09806123870182
32,3.7,Meal ,scooter ,35,12.11690566991353
29,4.4,Snack ,motorcycle ,15,1.5522933459562307
30,4.7,Buffet ,scooter ,25,6.290134677517525
36,4.9,Meal ,motorcycle ,26,3.1051449147073305
37,5.0,Meal ,motorcycle ,15,1.5093571921223103
36,4.1,Snack ,motorcycle ,33,4.469193824736561
24,4.5,Meal ,electric_scooter ,19,16.384324359300173
31,5.0,Buffet ,motorcycle ,36,10.757050667154894
29,4.8,Buffet ,scooter ,16,20.4429297624716
29,4.5,Buffet ,motorcycle ,41,17.29786575292793
22,4.5,Buffet ,scooter ,15,13.583332471948134
36,4.7,Meal ,motorcycle ,26,20.88667896861995
24,4.9,Drinks ,motorcycle ,27,5674.218451041704
27,4.8,Buffet ,electric_scooter ,17,17.13802213285909
25,4.6,Buffet ,motorcycle ,19,14.152800689540413
35,4.6,Buffet ,scooter ,17,12.107750591769848
28,5.0,Buffet ,motorcycle ,13,11.916990180559294
36,4.7,Drinks ,electric_scooter ,25,3.018868741217892
23,4.7,Drinks ,motorcycle ,26,5.958965689317968
37,5.0,Meal ,motorcycle ,17,6.039424422849208
20,4.7,Buffet ,motorcycle ,18,9.315441635056878
28,4.8,Snack ,motorcycle ,29,13.970652591397556
25,4.8,Drinks ,scooter ,28,16.721976049018803
29,4.6,Snack ,scooter ,14,16.72128810379679
30,4.6,Meal ,motorcycle ,29,16.388699354578904
31,3.8,Drinks ,scooter ,42,13.763778585110444
27,4.6,Drinks ,electric_scooter ,20,20.20593639010851
37,4.7,Drinks ,motorcycle ,29,7.660951720096165
33,4.3,Snack ,motorcycle ,28,3.1046863671443243
20,4.7,Snack ,scooter ,16,1.5093571921223103
35,4.8,Drinks ,motorcycle ,19,9.075387358657002
38,4.3,Snack ,electric_scooter ,39,4.537513326182217
37,4.3,Drinks ,motorcycle ,36,6.050461888294837
37,4.9,Snack ,scooter ,15,7.772241950893024
35,4.9,Buffet ,motorcycle ,30,17.076514098256126
29,4.8,Drinks ,motorcycle ,26,12.580267821997444
29,4.8,Meal ,motorcycle ,21,19.688308620397095
36,4.7,Meal ,motorcycle ,22,3.0605577743706744
36,4.9,Snack ,motorcycle ,38,13.97000798956149
29,4.6,Buffet ,scooter ,36,11.007734763484695
39,4.8,Meal ,motorcycle ,18,4.663439017500933
32,4.9,Meal ,scooter ,29,16.721157280671385
39,4.9,Snack ,motorcycle ,43,20.968415504458605
20,4.5,Drinks ,motorcycle ,18,1.520431919457448
24,4.9,Drinks ,scooter ,12,20.1790330455349
39,5.0,Drinks ,motorcycle ,26,4.469154959060732
24,5.0,Meal ,scooter ,23,9.193093962937311
39,4.5,Drinks ,scooter ,30,9.220418694037471
21,4.5,Buffet ,motorcycle ,21,9.326651351296821
38,4.2,Buffet ,motorcycle ,33,3.0190991964802487
35,4.7,Meal ,scooter ,27,6.2105430334604925
33,4.2,Buffet ,motorcycle ,31,1.46520257408599
35,4.5,Snack ,scooter ,24,4.528225009495264
37,4.9,Meal ,motorcycle ,35,12.420599246629008
32,4.6,Snack ,motorcycle ,27,20.20593639010851
36,4.4,Meal ,motorcycle ,39,16.721976049018803
24,4.6,Buffet ,motorcycle ,25,13.40600055267857
32,4.8,Meal ,motorcycle ,51,12.10773449723834
24,4.7,Meal ,scooter ,24,4.476514375016509
21,4.1,Snack ,scooter ,33,16.153274468665963
21,5.0,Snack ,scooter ,15,19.76238848104471
29,4.6,Buffet ,motorcycle ,27,10.725127399508885
27,5.0,Drinks ,scooter ,18,13.969606427755293
29,4.6,Buffet ,scooter ,33,5.860170424238309
20,4.9,Snack ,motorcycle ,30,19.618656013339553
37,4.7,Snack ,motorcycle ,24,1.5204556865077161
33,4.8,Buffet ,scooter ,20,10.806640240479023
23,4.5,Meal ,motorcycle ,15,1.554619807193621
29,4.5,Meal ,motorcycle ,23,1.558124429945227
37,4.2,Buffet ,motorcycle ,32,1.5204319461322358
29,4.7,Snack ,scooter ,14,13.409462339368964
33,4.8,Drinks ,scooter ,44,19.910592397117316
30,4.6,Snack ,motorcycle ,19,4.656945386797736
22,4.8,Meal ,motorcycle ,10,7.772241720132077
24,4.6,Meal ,electric_scooter ,19,1.529798954138123
29,4.6,Snack ,electric_scooter ,13,7.546676276968304
25,4.9,Snack ,motorcycle ,29,17.073537690656384
27,4.1,Snack ,motorcycle ,34,11.007734763484695
37,4.7,Snack ,motorcycle ,22,4.590771504304922
38,4.5,Buffet ,motorcycle ,46,19.34383090803804
32,4.8,Meal ,motorcycle ,29,3.073391571091014
33,4.1,Snack ,scooter ,35,19.883360631317014
39,4.0,Meal ,motorcycle ,36,9.05602427660432
30,5.0,Buffet ,scooter ,19,1.5524171523809889
35,4.0,Meal ,motorcycle ,41,16.60140833433781
36,4.5,Drinks ,motorcycle ,25,3.018911482249934
27,4.8,Meal ,scooter ,33,16.60104618926184
38,4.7,Drinks ,scooter ,29,6.128846407138573
32,3.9,Snack ,scooter ,34,17.09922547902041
34,5.0,Buffet ,scooter ,44,13.481108157746336
20,5.0,Drinks ,motorcycle ,17,4.658255524282921
24,4.6,Buffet ,motorcycle ,16,8.790247270912884
35,4.9,Drinks ,motorcycle ,18,3.1162127424648336
20,4.6,Drinks ,electric_scooter ,15,7.6605826935203325
25,5.0,Snack ,scooter ,18,1.5126000841148897
31,4.6,Meal ,motorcycle ,32,4.469606139049753
22,4.7,Buffet ,electric_scooter ,25,7.790336733616446
23,5.0,Meal ,scooter ,23,4.674184357792336
33,4.9,Snack ,motorcycle ,17,14.022136830299402
30,4.8,Buffet ,motorcycle ,16,11.719471817246676
33,4.8,Drinks ,motorcycle ,25,1.5322753291711548
31,4.1,Meal ,scooter ,42,12.293787312080761
38,4.6,Buffet ,motorcycle ,43,20.252959556705893
36,3.5,Meal ,scooter ,38,12.100157238495717
23,4.9,Meal ,motorcycle ,29,20.253785359404407
25,4.0,Snack ,motorcycle ,36,12.419803336882186
23,4.8,Snack ,scooter ,22,19.915971082585223
25,4.6,Buffet ,scooter ,16,7.646104747781116
20,5.0,Drinks ,scooter ,14,12.580267821997444
21,4.1,Buffet ,motorcycle ,18,1.5545266754042142
34,4.7,Buffet ,scooter ,23,13.582511011384467
22,4.5,Drinks ,motorcycle ,20,12.421212736022733
27,4.6,Buffet ,motorcycle ,30,12.161069532227554
36,4.6,Snack ,motorcycle ,25,7.546401421392555
31,5.0,Drinks ,motorcycle ,30,8.987739076308902
34,4.0,Drinks ,motorcycle ,32,6.210137966185172
25,4.7,Meal ,motorcycle ,27,9.07542357374812
37,4.1,Snack ,scooter ,35,12.420599246629008
30,4.6,Meal ,motorcycle ,39,9.061282951983452
29,4.6,Snack ,motorcycle ,29,7.650862810433863
38,4.3,Buffet ,scooter ,34,10.565128845963601
29,4.6,Snack ,motorcycle ,15,17731.568125192916
39,4.1,Buffet ,motorcycle ,40,6.232403352161585
37,4.5,Buffet ,scooter ,37,20.206420943618273
33,5.0,Snack ,motorcycle ,33,4.65664902850355
28,4.7,Buffet ,scooter ,15,2.980249385446164
34,4.2,Buffet ,motorcycle ,30,7.601870282544973
37,4.7,Snack ,motorcycle ,27,9.121874253580089
32,4.7,Drinks ,motorcycle ,40,10.80810834232844
22,4.2,Drinks ,motorcycle ,31,9.348134176725155
34,4.9,Snack ,motorcycle ,48,13.771132894840555
24,4.7,Buffet ,motorcycle ,25,17.07287190646893
37,4.8,Meal ,motorcycle ,26,3.018700802942693
31,4.9,Drinks ,motorcycle ,49,7.86266816742606
28,4.7,Meal ,motorcycle ,12,9.190403104949057
31,4.0,Meal ,scooter ,31,4.56097502290652
20,4.8,Snack ,scooter ,21,6.147076221351196
30,4.7,Snack ,scooter ,26,1.5725337268149235
29,4.6,Snack ,motorcycle ,39,12.463888116642687
24,4.6,Buffet ,electric_scooter ,21,13.76619244065138
23,4.0,Snack ,scooter ,31,4.636103103907419
25,4.6,Meal ,scooter ,27,4.717601091891188
35,4.7,Drinks ,scooter ,29,13.829131656432539
31,4.9,Drinks ,scooter ,17,16.608094803828827
21,5.0,Snack ,motorcycle ,15,3.0408940859122913
32,5.0,Drinks ,scooter ,27,6.0500849922173
36,4.7,Meal ,scooter ,33,10.427367606264818
26,4.8,Snack ,motorcycle ,28,7.601265907985424
30,4.6,Drinks ,scooter ,29,6.040113679951786
22,4.4,Meal ,motorcycle ,52,6.127835452686008
22,4.6,Meal ,electric_scooter ,27,12.256421318332093
30,4.8,Drinks ,motorcycle ,52,16.819978764117742
37,4.7,Drinks ,motorcycle ,41,14.152800689540413
36,4.8,Snack ,motorcycle ,29,4.469166523512608
22,4.9,Meal ,motorcycle ,18,9.348114492286241
28,4.9,Meal ,motorcycle ,31,16.853618729835706
32,5.0,Snack ,motorcycle ,31,12.256421318332093
22,4.6,Snack ,electric_scooter ,41,13.583143866737789
32,4.7,Meal ,motorcycle ,21,3.0182264840849005
28,4.5,Snack ,motorcycle ,42,14.152800689540413
33,4.8,Buffet ,scooter ,23,1.5130734544057358
24,4.6,Meal ,motorcycle ,20,12.41963240523432
25,4.8,Drinks ,scooter ,20,12.417487521148614
37,4.7,Buffet ,motorcycle ,27,7.763485791844637
39,4.1,Drinks ,motorcycle ,31,9.178296996007994
35,4.3,Meal ,motorcycle ,33,9.121874081168308
27,4.6,Drinks ,scooter ,23,5.957766072375581
35,4.5,Meal ,electric_scooter ,30,4.6637727624128456
27,4.6,Drinks ,motorcycle ,10,3.0599333275391336
25,4.6,Meal ,scooter ,11,7.86266816742606
30,4.6,Drinks ,electric_scooter ,21,7.6597039786845444
30,4.8,Meal ,motorcycle ,41,14.022096082829464
34,4.7,Snack ,motorcycle ,31,6.210137966185172
34,4.7,Drinks ,motorcycle ,15,4.544085706065483
36,4.9,Meal ,motorcycle ,22,3.064510471475462
38,4.3,Snack ,motorcycle ,43,16.824331819016464
26,4.7,Drinks ,scooter ,26,3.1450674360287563
32,4.5,Snack ,scooter ,15,13.989473699050894
25,4.6,Drinks ,motorcycle ,38,20.28714346503216
34,4.9,Drinks ,motorcycle ,18,3.0190991964802487
21,4.7,Meal ,motorcycle ,11,1.5094675811014584
25,4.6,Meal ,motorcycle ,25,12.243495934357368
37,4.8,Snack ,motorcycle ,32,4.494246018873773
31,4.2,Buffet ,motorcycle ,40,12.435540495267302
26,4.8,Meal ,scooter ,26,7.763197144629936
27,4.7,Buffet ,motorcycle ,11,2.9300698665049336
30,4.6,Snack ,motorcycle ,38,14.152800689540413
25,4.8,Meal ,scooter ,20,10.683811825739614
21,4.7,Meal ,motorcycle ,22,13.830329613014479
30,4.6,Snack ,scooter ,47,19.688413407656554
29,4.6,Buffet ,motorcycle ,46,19688.00128804852
26,4.9,Buffet ,motorcycle ,14,1.4898452327478182
31,4.9,Drinks ,motorcycle ,24,3.1048037118295744
29,4.6,Snack ,motorcycle ,36,19.363382893900948
31,4.2,Drinks ,scooter ,37,13.582337493788138
23,4.9,Meal ,motorcycle ,22,12.234645516830124
34,4.7,Snack ,scooter ,33,9.074821802235206
27,4.7,Buffet ,motorcycle ,18,19.7623822554444
23,4.9,Drinks ,motorcycle ,18,16.600060265733227
39,4.6,Snack ,motorcycle ,28,17.13807458850766
35,4.8,Buffet ,scooter ,22,20.206316416237257
29,4.9,Snack ,motorcycle ,12,17.076448346720944
33,5.0,Buffet ,scooter ,25,4.663658230799585
22,4.7,Snack ,scooter ,15,12.073551890528492
30,4.2,Meal ,motorcycle ,32,10.724879289834993
30,4.7,Buffet ,motorcycle ,36,10.594638144726964
34,4.9,Drinks ,scooter ,26,10.880364286559582
39,4.5,Buffet ,scooter ,24,3.104463374329768
20,4.8,Drinks ,motorcycle ,14,13.788169484166888
29,4.6,Snack ,motorcycle ,21,13.830206237618128
35,4.5,Buffet ,motorcycle ,20,3.1161423845620675
26,4.9,Drinks ,motorcycle ,12,1.5322753291711548
38,4.3,Drinks ,scooter ,36,19.660943947688445
25,4.8,Meal ,scooter ,15,1.5524171262557949
28,4.8,Buffet ,motorcycle ,18,3.0736267322142172
24,4.8,Snack ,motorcycle ,27,20.4429297624716
25,4.9,Snack ,motorcycle ,26,2.9962199462809727
28,4.8,Drinks ,motorcycle ,27,20.17903332446042
38,4.3,Meal ,motorcycle ,32,16.85244461318314
27,5.0,Drinks ,scooter ,12,3.1050491913865583
29,4.6,Drinks ,motorcycle ,21,10.906470984818792
29,4.9,Snack ,motorcycle ,35,13.970652591397556
26,4.6,Drinks ,scooter ,26,4.657671709622668
23,4.7,Buffet ,motorcycle ,30,12.293207925937727
25,4.0,Snack ,motorcycle ,15,2.9795998368349106
24,4.8,Snack ,scooter ,15,4.53765368950546
34,4.8,Meal ,motorcycle ,22,13.97196854477091
32,4.6,Buffet ,motorcycle ,28,1.5369113542140957
39,4.6,Buffet ,motorcycle ,17,4.537553113908917
36,4.2,Meal ,motorcycle ,29,3.027479659449393
36,4.6,Snack ,motorcycle ,18,16.851371031062747
34,4.9,Drinks ,motorcycle ,17,4.657672651012278
30,4.7,Meal ,motorcycle ,51,13.183920916252033
24,4.6,Meal ,motorcycle ,15,7.772039544818026
38,4.9,Meal ,motorcycle ,44,16.635518179553937
33,4.8,Drinks ,scooter ,16,3.108999801098165
38,4.6,Drinks ,scooter ,29,1.5322531659609415
24,4.4,Buffet ,motorcycle ,52,6.290134677517525
24,4.5,Drinks ,electric_scooter ,13,1.5294972210567728
34,4.9,Buffet ,motorcycle ,26,7.601265907985424
33,4.4,Drinks ,motorcycle ,27,1.5298253563756128
38,4.6,Drinks ,motorcycle ,23,4.469027395191603
22,4.6,Snack ,motorcycle ,19,14.043986316406748
23,4.7,Buffet ,scooter ,17,1.5367469756445185
39,4.0,Meal ,scooter ,35,10.725127399508885
29,4.6,Snack ,scooter ,12,6.1271063432377035
38,4.1,Buffet ,motorcycle ,47,7.573429885120888
23,4.6,Buffet ,scooter ,19,1.5094642583542925
22,4.4,Meal ,scooter ,34,10.906257371759663
20,4.8,Drinks ,electric_scooter ,22,16.902909983544582
38,4.7,Buffet ,motorcycle ,30,6.0588441165421765
29,4.0,Buffet ,motorcycle ,36,17.29786575292793
36,4.5,Snack ,electric_scooter ,31,10.756955716549797
26,4.9,Snack ,scooter ,22,3.0589686161645444
35,4.5,Drinks ,motorcycle ,26,7.448363764933636
20,4.8,Snack ,motorcycle ,49,10.757168277407338
36,4.1,Buffet ,motorcycle ,48,20.180811280849376
39,4.8,Drinks ,electric_scooter ,15,2.9797634985371078
36,4.8,Meal ,motorcycle ,28,10.756955716549797
29,4.8,Drinks ,scooter ,38,10.756955716549797
21,4.6,Snack ,scooter ,24,10.568447337516547
28,4.7,Snack ,motorcycle ,26,19.66312592286387
28,4.5,Drinks ,scooter ,14,7.761284984286207
34,4.6,Snack ,scooter ,26,13.829131656432539
24,4.6,Snack ,electric_scooter ,22,11.74671079651206
37,5.0,Snack ,scooter ,15,3.1450674360287563
20,4.1,Drinks ,motorcycle ,31,1.5094795226301763
24,4.7,Snack ,scooter ,24,6.128874096604021
38,4.3,Drinks ,motorcycle ,35,7.762092914308061
22,4.8,Snack ,motorcycle ,17,19.627039347544123
37,4.9,Snack ,scooter ,22,3.1450674360287563
36,4.2,Snack ,motorcycle ,50,16.388699354578904
22,4.6,Snack ,motorcycle ,14,7.762480219087328
24,4.8,Buffet ,electric_scooter ,27,16.787776250664322
33,3.8,Buffet ,motorcycle ,31,16.852565465169597
38,3.6,Drinks ,scooter ,36,16.903757254874915
37,4.7,Drinks ,motorcycle ,28,6.0808829671966205
32,4.8,Meal ,motorcycle ,31,4.658255524282921
25,5.0,Drinks ,motorcycle ,22,4.5379227487807965
34,4.8,Snack ,motorcycle ,27,6.210416158493799
20,4.9,Meal ,electric_scooter ,36,12.580267821997444
28,4.7,Drinks ,scooter ,12,10.64143695498646
35,4.0,Drinks ,electric_scooter ,32,7.772523200490454
35,5.0,Drinks ,motorcycle ,24,1.5322236145153023
35,4.7,Buffet ,motorcycle ,44,14.021848812040606
20,4.6,Snack ,motorcycle ,16,9.192496429633048
29,4.6,Meal ,motorcycle ,29,4.52816458134638
20,4.7,Buffet ,motorcycle ,16,17.074116110125047
21,4.9,Buffet ,motorcycle ,30,16.90260949275404
38,4.8,Buffet ,motorcycle ,27,9.179538450301443
31,4.9,Drinks ,motorcycle ,38,16.980632584686553
27,4.9,Snack ,electric_scooter ,24,6.210618322478913
32,4.7,Snack ,motorcycle ,15,17.29786575292793
27,4.7,Meal ,scooter ,41,17.29786575292793
22,4.6,Drinks ,scooter ,20,6.290134677517525
35,4.9,Drinks ,motorcycle ,29,13.481171688355193
34,4.5,Drinks ,scooter ,30,10.6025073014807
38,4.9,Meal ,motorcycle ,28,13.392785187443947
26,4.6,Buffet ,motorcycle ,14,1.5297232856231069
24,4.8,Snack ,scooter ,17,3.108983696160975
35,4.8,Drinks ,motorcycle ,45,12.580267821997444
36,4.7,Drinks ,motorcycle ,17,2.9794969568733474
